epoch,target,epoch_minimum,epoch_minimum_height,pre_g1,pre_g2,post_g1,post_g2,transition,deposit,ratio_g2_g1,q,lambda,canonical_k,qualifier_hashes,qualifier_heights,ownership,network_selection_opportunity
174,545227566982404669720599751103563308707559049533419683840,364606439529773115861088065193884732501831090449459658,350958,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00006201171068290705240056330441,0.1250156087367406176395356217,0,,,unspecified,False
175,566251116039239425785056264238964437451875594947144974336,181730643455911857475398992244075254433385118318739405,353863,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005970936424205695158399509719,0.1203740783119868143933341159,0,,,unspecified,False
176,565860883410058976058672534759150528155363303710710038528,71493176076461733437301969669625108597249837907540111,355287,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005975054139863023242758881589,0.1204570914596385485740190528,0,,,unspecified,False
177,552364745922238091561919045022000637317595931246011088896,43019744187771960128201515305331423415389668936120785,357845,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00006121044905501272789721811140,0.1234002652949056594407917126,0,,,unspecified,False
178,566500670366816952120145379831520408210047884740723212288,20271586380366029317177157931369001938668493811986991,359189,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,new-second,True,1.197240235199336013634719774,0.00005968306113065222951933685956,0.1203210512393948947109831089,1,00000000000000000000362e61dba7cfba02b6968a25e1fe97e586a22e87b22f,359189,unspecified,False
179,542528489142608155505707877213460200687386787807972294656,24152367056336884200861963330452292483953203719083988,362662,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,neither,False,1.197240235199336013634719774,0.00003736501729596263307042859145,0.07532787486866066826998404036,0,,,unspecified,False
180,545717322027080804612101478705745866012577831152301113344,186146324305448146083284605363634494842257383292684612,364761,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,neither,False,1.197240235199336013634719774,0.00003714667935602027188638221267,0.07488770558173686812294654074,0,,,unspecified,False
181,527827980769521817826567786138322798799309668948178370560,85180489457591737480951631883605858573011527083209046,364962,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,neither,False,1.197240235199336013634719774,0.00003840566835962737251297743731,0.07742582741300878298616251362,0,,,unspecified,False
182,515692606534173891771672037645739723025219384908133171200,454631982793174268683348127671609516675360197972587,368527,16931928767822346142127790045311281400448815916708511,20271586380366029317177157931369001938668493811986991,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,unique-min,True,2.718281828459045235360287471,0.00003930943768344034392934035838,0.07924782636981573336155016249,1,00000000000000000000013712632da34788a7b4ae2cd78f7982c7036610126b,368527,unspecified,False
183,511567664312971151375333957573881285830542480898837708800,51988429166211971040322789668837697479339440953213364,370215,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00003309812161517618696060756250,0.06672581317619519291258484600,0,,,unspecified,False
184,496889230460615059653870414954457230681194245244172894208,159307485352085462352192762413134902228840913516713051,371029,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00003407586184173581505708948654,0.06869693747293940315509240486,0,,,unspecified,False
185,473325989086544548323169648982069700877697035484407005184,618653595499745842402099099323300465653177598820740475,373298,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00003577223553791899260149975236,0.07211682684444468908462350075,0,,,unspecified,False
186,454358737757395076722955683517864397151243915416267915264,158386156655862442733687257787229446011677611091642725,375186,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00003726555111803121592435298611,0.07512735105395093130349561999,0,,,unspecified,False
187,443316987659242217350916733941384923365365929826941140992,190173200666007936564430602110123703706194939629299415,378411,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00003819372872946875759040876662,0.07699855711860901530226407350,0,,,unspecified,False
188,442802913227320896234856097023585967110900073490544590848,30074435645131927985579592775220850437178866852009666,380511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00003823806994496902465487239648,0.07708794900905755370422275130,0,,,unspecified,False
189,433057199397126884276233483897801969646324654385408245760,241823826217701186126973826862349359693365804342448374,381387,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00003909859665511585750802508960,0.07882277085671356873617858063,0,,,unspecified,False
190,409419129139225030716120689261979366152221060879441985536,304500925256808017962175865585800732587422834992110145,383297,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00004135597866035360243962813958,0.08337365297927286251829032939,0,,,unspecified,False
191,370716507988397359530778284103407727265240291588416995328,51154294059151731867364499570249080713861534759522749,386254,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00004567352249755298084171047155,0.09207782135506680937688831064,0,,,unspecified,False
192,340818253309165415058055171484606858815006633875327680512,322970446520522683380556133728059235663710612030444207,388009,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,6228908493061152663119977146625125247747846173494216,16931928767822346142127790045311281400448815916708511,neither,False,2.718281828459045235360287471,0.00004968022869497819301792429054,0.1001553410490760371241353697,0,,,unspecified,False
